filename,path,extension,size_bytes,mod_time_unix,source_user,source_type,label_finance,label_general,label_hr,label_it
POLAND[1].pl.doc,Z:\Accounting\AP\Invoices\2023,.doc,199229,1680847120,caindavid,govdoc_real,1.0,1,,
en-US-1-2.bdic,C:\Users\terry\AppData\Local\Google\Chrome\Application\Dictionaries,.bdic,548874,1732137381,terry,system_noise,,1,1.0,
07-3149 Order Granting Motion to Amend Complaint.docx,Z:\HR\Payroll\Cycles\2023\Docx,.docx,62914,1705680184,lelaurie,govdoc_real,1.0,1,,
euca-tms-db-update.sql,\\wsl$\Debian\home\floresnathaniel\git\digitaledge-platform\system-database\euca-tms\migration,.sql,18612,1728040366,floresnathaniel,github_real,,1,,1.0
L30S1257DCVotingRights091707AC.docx,Z:\HR\Recruiting\Reqs\2024,.docx,73400,1697025548,jason47,govdoc_real,,1,1.0,
05005 Empyrean Garrison Directions.sql,\\wsl$\Debian\home\fuenteskaren\git\ACE-World\Database\3-Core\9 WeenieDefaults\SQL\Book\Writable,.sql,1804,1699194997,fuenteskaren,github_real,,1,,1.0
CV415.docx,C:\Users\xclark\Documents\HR\Talent_Acquisition\Candidates\Docx,.docx,52428,1615272796,xclark,govdoc_real,,1,1.0,
07.pdf,C:\Users\sarahramirez\OneDrive - Corp\General\Shared,.pdf,702545,1645634556,sarahramirez,govdoc_real,,1,1.0,
72850715.jsonp.js,\\wsl$\Ubuntu\home\kathryngilbert\projects\cepdb\api\v1,.js,154,1713892510,kathryngilbert,github_real,,1,1.0,
TileGenericMachine.java,\\wsl$\Ubuntu\home\mckenziemitchell\projects\TechReborn\src\main\java\techreborn\tiles,.java,3620,1677569321,mckenziemitchell,github_real,,1,1.0,
TaskShim.cs,\\wsl$\Ubuntu\home\azure_agent\projects\Catel\src\Catel.Core\Catel.Core.Shared\Threading\Helpers,.cs,18388,1676602277,azure_agent,github_real,,1,1.0,
fake_esim_manager_remote.js,C:\Users\michaeljames\source\repos\chromium\chrome\test\data\webui\cr_components\chromeos\cellular_setup,.js,10555,1709345632,michaeljames,github_real,,1,1.0,
MJK_12142005_1-04cv103_Chapman_v_PHS.pdf,C:\Users\wmartinez\Documents\HR\Talent_Acquisition\Candidates\Chapman,.pdf,41943,1607696482,wmartinez,govdoc_real,,1,1.0,
SimpleClient.cs,C:\Users\nharrison\Documents\GitHub\Synchronica\SynchronicaUnityExamples\Assets\Scripts\SynchronicaUnityExamples,.cs,5149,1677747528,nharrison,github_real,,1,1.0,
"1.1, 1.2, and 1.4 Portfolio Document rev2 10 18 2023.doc",Z:\Accounting\AP\Invoices\2024\Portfolio,.doc,419430,1637160308,emmacruz,govdoc_real,1.0,1,,
Business Model For Training Workshops.md,C:\Users\hrobbins\Desktop\Coding\Book_SecDevOps_Risk_Workflow\content\From-audio\Misc-Concepts,.md,5567,1677970282,hrobbins,github_real,,1,1.0,
t[1].gif,C:\Users\Charlie\AppData\Local\Microsoft\Windows\INetCache\X5D32IHR,.gif,43,1731116743,charlie,system_noise,,1,1.0,
LUP handbook final March 05 web.docx,Z:\HR\Operations\Policies,.docx,1268776,1703789540,dcarrillo,govdoc_real,,1,1.0,
chat.client.routes.js,\\wsl$\Debian\home\christinacox\git\capstone\modules\chat\client\config,.js,608,1711374041,christinacox,github_real,,1,1.0,
View.js,C:\Users\terry\AppData\Local\Google\Chrome\Application\3.0.195.33\Resources\Inspector,.js,2416,1730969392,terry,system_noise,,1,1.0,
ModelArmorStand.java,C:\Users\moorechristopher\source\repos\Cyancraft\src\main\java\net\adanicx\cyancraft\client\model,.java,4767,1724141680,moorechristopher,github_real,,1,1.0,
Final MSB Report with comments as of 9-27-052.docx,Z:\Accounting\AP\Invoices\2023,.docx,377487,1637840038,sara02,govdoc_real,1.0,1,,
country.mysql.sql,\\wsl$\Debian\home\cloud_user\git\country-list\data\ar_LY,.sql,18152,1684486523,cloud_user,github_real,,1,,1.0
README.md,C:\Work\Projects\backbone\life\Plantae\Magnoliophyta\Magnoliopsida\Malpighiales\Podostemaceae\Marathrum,.md,182,1725531683,owhitaker,github_real,,1,1.0,
Ill_Report_1211.docx,Z:\Accounting\AP\Invoices\2025\Report\Report,.docx,482344,1582720340,goodjeffrey,govdoc_real,1.0,1,,
FlumeAvroManager.java,C:\Users\garciachristopher\Downloads\log4j2-master\log4j-flume-ng\src\main\java\org\apache\logging\log4j\flume\appender,.java,10591,1723240861,garciachristopher,github_real,,1,1.0,
updatechroncontrolnotes.sql,C:\Users\ybutler\source\repos\Neotoma_SQL\function\ts,.sql,283,1688502551,ybutler,github_real,,1,,1.0
array.js,\\wsl$\Debian\home\sean90\git\ChromeExtension\shangzheng\node_modules\node-array\lib,.js,2234,1726909230,sean90,github_real,,1,1.0,
userChrome-example.css,C:\Users\Administrator\AppData\Roaming\Mozilla\Firefox\Profiles\60u8me2u.default\chrome,.css,959,1730250977,jo,system_noise,,1,1.0,
CV Crawley February 2023.docx,C:\Users\xclark\Documents\HR\Talent_Acquisition\Candidates,.docx,230686,1679405060,xclark,govdoc_real,,1,1.0,
test_syntax.py,C:\Python312\Lib\test,.py,18282,1693940310,charlie,system_noise,1.0,1,,
schema.sql,C:\Users\johndeleon\AppData\Local\Temp\git\base\Authorization\src\test\resources\sql,.sql,6736,1705002844,johndeleon,github_real,,1,,1.0
FDR2003_1.qxd,C:\Users\sarahramirez\Documents\Templates,.qxd,188743,1525434136,sarahramirez,govdoc_real,,1,1.0,
Date.php,C:\Users\moorechristopher\AppData\Local\Packages\Canonical\rootfs\home\moorechristopher\pimcore\pimcore\models\Object\ClassDefinition\Data,.php,7576,1734906082,moorechristopher,github_real,,1,1.0,
mouse_lock_dispatcher.h,C:\Users\juan33\Desktop\Coding\chromium\content\renderer,.h,3129,1679493556,juan33,github_real,,1,1.0,
fflofficer-employeeform.pdf,Z:\HR\Operations\Policies\Employeeform,.pdf,10485,1527678220,ybrown,govdoc_real,,1,1.0,
gd32f3x0_adc.c,C:\Users\whitemichael\Downloads\rt-thread-master\bsp\gd32350r-eval\Libraries\GD32F3x0_standard_peripheral\Source,.c,29781,1684931371,whitemichael,github_real,,1,1.0,
Audit Tips4.0.pptx,Z:\Finance\Internal_Audit\2025\Workpapers\Pptx,.pptx,41943,1498587568,wjones,govdoc_real,,1,,1.0
Great Ape Report 4-24-08.indd,Z:\Accounting\AP\Invoices\2024,.indd,4057989,1700216878,nholmes,govdoc_real,1.0,1,,
Thumbnails,C:\Users\terry\AppData\Local\Google\Chrome\User Data\Default,,4218880,1733599385,terry,system_noise,,1,1.0,
nl.dll,C:\Users\terry\AppData\Local\Google\Chrome\Application\3.0.195.33\Locales,.dll,125936,1731021083,terry,system_noise,,1,1.0,
FullSyncRequestMessage.java,C:\Users\azure_agent\Documents\GitHub\floodlight\lib\gen-java\org\sdnplatform\sync\thrift,.java,11585,1691256799,azure_agent,github_real,,1,1.0,
004 2008 ELF Users Guide_NelcoReview082108.doc,Z:\Finance\Internal_Audit\2023\Workpapers\Guide,.doc,146800,1703755876,maria60,govdoc_real,1.0,1,,
Scorecard Report_FINAL 1_02_07.doc,Z:\Accounting\AP\Invoices\2024\Report,.doc,4330618,1640866744,leejohnny,govdoc_real,1.0,1,,
Bio Tax 01-06-2024 _Final_.doc,C:\Users\backup_svc\Pictures\Scans,.doc,52428,1612272508,backup_svc,govdoc_real,1.0,1,,
BuckCacheRequestType.java,C:\Users\joycecampbell\Documents\GitHub\buck\src-gen\com\facebook\buck\artifact_cache\thrift,.java,1237,1713942030,joycecampbell,github_real,,1,1.0,
IniParser.cs,C:\Users\castronicole\Downloads\Wox-master\Wox.Infrastructure,.cs,6980,1712398311,castronicole,github_real,,1,,1.0
removed.html,C:\Users\db_admin\Downloads\chromium-crosswalk-master\third_party\WebKit\LayoutTests\storage\indexeddb,.html,185,1700814439,db_admin,github_real,,1,1.0,
positioning-reflection.md,C:\Users\robert42\source\repos\phase-0\week-3\chrome-devtools,.md,2911,1685158265,robert42,github_real,,1,1.0,
Progress_Report.pdf,Z:\Accounting\AP\Invoices\2024\Progress,.pdf,734003,1457349654,dwebster,govdoc_real,1.0,1,,
5.Behavioral_Finance_and_Market_Behavior_review.md,C:\Users\nicholas37\AppData\Local\Temp\git\lan-learn\content\individual_finance\5.Behavioral_Finance_and_Market_Behavior,.md,3533,1718466760,nicholas37,github_real,1.0,1,,
CESA-2016:2596.sh,C:\Work\Projects\cbw-security-fixes\CentOS_7\x86_64\2016,.sh,627,1731134691,bryantcarol,github_real,,1,,1.0
CAIRemisssionreportingTSD.docx,Z:\Accounting\AP\Invoices\2024\Docx\Cairemisssionreportingtsd,.docx,283115,1559147302,patricia94,govdoc_real,1.0,1,,
2025-4082B1_02_B-FDA-Intrinsa-Medical-Review.docx,Z:\Finance\Internal_Audit\2025\Workpapers\Intrinsa,.docx,1572864,1574928502,ryanjohnson,govdoc_real,1.0,1,,
overlay_songbird.xul,C:\Users\Charlie\AppData\Roaming\Mozilla\Firefox\Profiles\2usvf7i1.default\extensions\mozrepl@hyperstruct.net\chrome\content,.xul,3374,1713057976,charlie,system_noise,,1,1.0,
04-70052-CV0.docx,C:\Users\andersondylan\Documents\HR\Talent_Acquisition\Candidates\Docx,.docx,73400,1602764970,andersondylan,govdoc_real,,1,1.0,
add_trigger_function_postgres12_diff.sql,C:\Users\georgesparks\Documents\GitHub\apgdiff\src\test\resources\cz\startnet\utils\pgdiff,.sql,281,1713236491,georgesparks,github_real,,1,,1.0
platformBuild.rb,C:\Users\sanchezchristine\Dev\afinstaller\lib\afinstaller\installers\AF,.rb,2693,1695740299,sanchezchristine,github_real,,1,1.0,
lightning-sl.jar,C:\Users\Charlie\AppData\Roaming\Thunderbird\Profiles\4zy34x9h.default\extensions\{e2fda1a4-762b-4020-b5ad-a41df1933103}\chrome,.jar,31246,1694752680,charlie,system_noise,,1,1.0,
MainLoopBase.h,\\wsl$\Ubuntu\home\williamshenry\projects\chromium-browser\third_party\llvm\lldb\include\lldb\Host,.h,2859,1681414119,williamshenry,github_real,,1,1.0,
inode.c,C:\Users\hrobbins\Downloads\Vegito_vibe_k5-master\drivers\usb\gadget,.c,53765,1701615099,hrobbins,github_real,,1,1.0,
parsersyntaxtable.c,C:\Work\Projects\smile\smilelib\src\parsing\parser,.c,38292,1690645041,tonypetersen,github_real,1.0,1,,
NPR1AResponsev 3.docx,Z:\Accounting\AP\Invoices\2023,.docx,41943,1648024048,gtaylor,govdoc_real,1.0,1,,
RKcomprehensive_Rev4.pptx,Z:\HR\Payroll\Cycles\2025\Rkcomprehensive,.pptx,807403,1543571122,andersondylan,govdoc_real,1.0,1,,
avcodec-52.dll,C:\Users\terry\AppData\Local\Google\Chrome\Application\3.0.195.33,.dll,1112560,1731021051,terry,system_noise,,1,1.0,
AHRQ QI IQI Composite Report Draft-rev.docx,Z:\Accounting\AP\Invoices\2024\Composite,.docx,1635778,1633613532,lisa70,govdoc_real,1.0,1,,
RHSA-2015:1686.sh,C:\Work\Projects\cbw-security-fixes\Red_Hat_7\x86_64\2015,.sh,940,1709703238,azure_agent,github_real,,1,,1.0
chrome_crash_reporter_client_win.h,C:\Users\megan79\Desktop\Coding\chromium-browser\chrome\app,.h,2178,1713883750,megan79,github_real,,1,1.0,
README.md,C:\Users\john60\AppData\Local\Temp\git\resume,.md,33,1720364405,john60,github_real,,1,1.0,
StatusBarWidget.java,C:\Users\hrobbins\Desktop\Coding\rstudio\src\gwt\src\org\rstudio\studio\client\workbench\views\source\editors\text\status,.java,1945,1729859391,hrobbins,github_real,,1,1.0,
68gloss.p65,Z:\Finance\General_Ledger\2023,.p65,62914,1583509360,vchase,govdoc_real,1.0,1,,
indian report.docx,Z:\Accounting\AP\Invoices\2023,.docx,828375,1620161678,caindavid,govdoc_real,1.0,1,,
parser.js,C:\Users\garciachristopher\Dev\aggiedefenders.github.io\node_modules\intl-messageformat-parser\dist,.js,44213,1682594430,garciachristopher,github_real,,1,1.0,
report cover.docx,Z:\Accounting\AP\Invoices\2025,.docx,4823449,1692468092,leejohnny,govdoc_real,1.0,1,,
05-60142-CV0.docx,C:\Users\heatherjones\Documents\HR\Talent_Acquisition\Candidates,.docx,20971,1609854478,heatherjones,govdoc_real,,1,1.0,
[2],C:\Users\Administrator\AppData\Local\Microsoft\Windows\INetCache\X5D32IHR,,0,1730771052,charlie,system_noise,,1,1.0,
PolicyQualifierInfo.java,C:\Users\david40\Dev\jdk9-jdk\src\java.base\share\classes\java\security\cert,.java,6754,1728015159,david40,github_real,,1,,1.0
Hbase.compact_result._Fields.html,C:\Users\sysadmin\OneDrive - Corp\Backups\Code\hbase-0.94.19\docs\apidocs\org\apache\hadoop\hbase\thrift\generated\class-use,.html,17006,1692597529,sysadmin,github_real,,1,1.0,
85285.docx,C:\Users\sarahramirez\Desktop\Writing\Docx,.docx,104857,1708075246,sarahramirez,govdoc_real,,1,1.0,
recipe.sh,D:\Websites\ggd-recipes\public_html\recipes\genomics\Homo_sapiens\GRCh37\grch37-hg003-pb-chr22-giab-v1,.sh,456,1678962217,root,github_real,,1,1.0,
0901c27.docx,C:\Users\sarahramirez\Documents\Drafts\Docx,.docx,94371,1706269274,sarahramirez,govdoc_real,,1,1.0,
Report Draft 102107_15b_3.docx,Z:\Accounting\AP\Invoices\2023\Draft,.docx,136314,1666123490,goodjeffrey,govdoc_real,1.0,1,,
layer_updater.h,C:\Users\richardhall\Desktop\Coding\android_external_chromium-org\cc\resources,.h,2323,1693173411,richardhall,github_real,,1,1.0,
gary reviewnew.ppt,Z:\Finance\Internal_Audit\2024\Workpapers,.ppt,954204,1685487684,moniquecarter,govdoc_real,1.0,1,,
Compass_Spring05.indd,Z:\HR\Payroll\Cycles\2024\Indd,.indd,4917821,1609521014,scottjonathan,govdoc_real,,1,1.0,
prev_next.md,C:\Users\kathryngilbert\Desktop\Code_Review\puma-howto\doc\spin1,.md,69,1725416367,kathryngilbert,github_real,,1,1.0,
messenger.jar,C:\Program Files\Mozilla Thunderbird\chrome,.jar,2723625,1723139604,charlie,system_noise,,1,1.0,
Danvers Report Final.docx,Z:\Accounting\AP\Invoices\2023,.docx,3565158,1683901520,cynthiaatkinson,govdoc_real,1.0,1,,
swriter.key,C:\Program Files\Microsoft Office\root\Office16\Basis\help\en,.key,352256,1723746058,pat,system_noise,,1,,1.0
config_test.go,C:\Users\jonbennett\AppData\Local\Packages\Canonical\rootfs\home\jonbennett\influxdb\chronograf\server,.go,5316,1714643383,jonbennett,github_real,,1,1.0,
PemEncodedTest.java,C:\Users\christinacox\Documents\GitHub\netty\handler\src\test\java\io\netty\handler\ssl,.java,3656,1720631437,christinacox,github_real,,1,1.0,
cte_functest_65.sql,C:\Users\randy25\Downloads\gpdb-master\src\test\tinc\tincrepo\query\cte\sql,.sql,410,1682075876,randy25,github_real,,1,,1.0
2024 SPECIAL 301 REPORT FINAL.docx,Z:\Accounting\AP\Invoices\2023\Special\Special,.docx,178257,1650977670,vanessaburton,govdoc_real,1.0,1,,
alert.sql,C:\Users\daniellemartinez\AppData\Local\Packages\Canonical\rootfs\home\daniellemartinez\PROJECT-BABYLON\zibs_scritps,.sql,1222,1719056167,daniellemartinez,github_real,,1,,1.0
dbcfile.cpp,C:\Users\christinacox\Documents\GitHub\MOP_5_4_1\src\tools\map_extractor,.cpp,3564,1725630725,christinacox,github_real,,1,1.0,
sqld360_3b_checks.sql,C:\Users\anitajohnston\Desktop\Code_Review\sqld360\sql,.sql,2774,1712596689,anitajohnston,github_real,,1,,1.0
FINAL_GAF_Rail_DEA.docx,C:\Users\sarahramirez\Documents\Drafts,.docx,1121976,1591114976,sarahramirez,govdoc_real,,1,1.0,
public-mailmarshalsmtp_spec.rb,C:\Users\rothronald\source\repos\rb-Sisimai\spec\sisimai\lhost,.rb,242,1718665056,rothronald,github_real,,1,1.0,
FTMtoPortCardTDR.pdf,Z:\Accounting\AP\Invoices\2025,.pdf,346030,1420639114,racheldavis,govdoc_real,1.0,1,,
Scan150.psd,Z:\IT\Security\Audits\2025,.psd,283115,1654953316,beckerwilliam,govdoc_real,,1,,1.0
http_auth_handler_factory.h,C:\Work\Projects\htcDesire820Kernel\external\chromium\net\http,.h,3917,1694209645,john86,github_real,,1,1.0,
secedit.sdb,C:\Windows\security\Database,.sdb,3153920,1731779533,jo,system_noise,,1,,1.0
JdbcInvoiceRepo.java,C:\Users\richmondclifford\Documents\GitHub\campr-xss-workshop\src\main\java\com\thoughtworks\securityinourdna,.java,1136,1673574647,richmondclifford,github_real,,1,,1.0
advisory.html,C:\Users\stacy79\Documents\GitHub\bedrock\bedrock\security\templates\security,.html,1719,1688501456,stacy79,github_real,,1,,1.0
PossibleNow.mlm,Z:\Accounting\AP\Invoices\2024,.mlm,10485,1656028800,lelaurie,govdoc_real,1.0,1,,
excludeButtons.png,\\wsl.localhost\Ubuntu\home\terry\AppData\Local\Google\Chrome\Application\3.0.195.33\Resources\Inspector\Images,.png,4562,1730969394,terry,system_noise,,1,1.0,
panel.js,C:\Users\jtapia\source\repos\luffa-chrome\app\scripts,.js,542,1709977865,jtapia,github_real,,1,1.0,
88cv2181 dunkard mining co v mon river towing oct.pdf,Z:\HR\Recruiting\Reqs\2024\Towing,.pdf,20971,1509195780,marygonzalez,govdoc_real,,1,1.0,
bg.dll,C:\Users\terry\AppData\Local\Google\Chrome\Application\3.0.195.33\Locales,.dll,146928,1731021059,terry,system_noise,,1,1.0,
enum.sql,C:\Users\gabriellaball\Documents\GitHub\gpdb\src\test\regress\sql,.sql,3578,1729698200,gabriellaball,github_real,,1,,1.0
contact.css,C:\Work\Projects\finance-app\client\meta\components,.css,116,1682296015,amanda35,github_real,1.0,1,,
97-1685.cvr.doc,Z:\HR\Recruiting\Reqs\2024,.doc,136314,1666459510,rodriguezevelyn,govdoc_real,,1,1.0,
WorkerCrypto.h,\\wsl$\Debian\home\rebekahkim\git\InDashNet.Open.UN2000\android\external\chromium_org\third_party\WebKit\Source\modules\crypto,.h,1972,1706294006,rebekahkim,github_real,,1,1.0,
Dec06 POSTER 012207.indd,Z:\Accounting\AP\Invoices\2023,.indd,2369781,1645517282,benjamin08,govdoc_real,1.0,1,,
calendar-ga-IE.jar,C:\Users\Charlie\AppData\Roaming\Thunderbird\Profiles\4zy34x9h.default\extensions\{e2fda1a4-762b-4020-b5ad-a41df1933103}\chrome,.jar,137636,1694752680,charlie,system_noise,,1,1.0,
Compean_Ramos_sent_stmt_longversion.docx,Z:\HR\Payroll\Cycles\2025\Docx,.docx,377487,1673374616,patricia94,govdoc_real,,1,1.0,
BodyWorks Completion Self Awareness Exercise.doc,Z:\HR\Payroll\Cycles\2024\Exercise,.doc,10485,1662545274,stephen73,govdoc_real,,1,1.0,
DC 2023 IVE Final Report 11-17-06.docx,Z:\Accounting\AP\Invoices\2025,.docx,62914,1707306780,hubbardkimberly,govdoc_real,1.0,1,,
reporter.manifest,C:\Program Files\Mozilla Firefox\chrome,.manifest,439,1730250976,terry,system_noise,,1,1.0,
AmountAndDirection55.go,C:\Users\christopherlong\source\repos\iso20022,.go,1392,1720880349,christopherlong,github_real,,1,1.0,
each.js,C:\Users\christopher28\Documents\GitHub\async\lib,.js,2425,1688637262,christopher28,github_real,,1,1.0,
IZMAPr99.pdf,C:\Users\sarahramirez\Downloads\Reading_List,.pdf,83886,1398098928,sarahramirez,govdoc_real,,1,1.0,
Study.cvr,Z:\HR\Recruiting\Reqs\2025\Study,.cvr,199229,1434617622,annafox,govdoc_real,,1,1.0,
Session 2 Jim Purdy v5 AAPM.pptx,C:\Users\sarahramirez\Desktop\Current_Projects\Phoenix\Purdy,.pptx,1384120,1633778382,sarahramirez,govdoc_real,,1,1.0,
create.function.insertDataset.sql,C:\Users\williamlewis\AppData\Local\Packages\Canonical\rootfs\home\williamlewis\lofar\CEP\GSM\db\functions,.sql,1140,1693967071,williamlewis,github_real,,1,,1.0
svn_python_org_https_cert.pem,C:\Python312\Lib\test,.pem,1914,1674003298,jo,system_noise,,1,,1.0
753 Data Report Text.docx,Z:\Accounting\AP\Invoices\2024\Data,.docx,461373,1598376422,emily49,govdoc_real,1.0,1,,
Performance.php,\\wsl$\Debian\home\christopher28\git\php-open-rail-data\src\NetworkRail\Services\Stomp\Topics\Rtppm\Entities\Performance,.php,3258,1696128309,christopher28,github_real,,1,1.0,
01COMP.docx,Z:\HR\Payroll\Cycles\2024,.docx,4970250,1647617492,orivera,govdoc_real,,1,1.0,
query.sql,C:\Users\robert42\source\repos\digdag\digdag-tests\src\test\resources\acceptance\emr,.sql,24,1702959248,robert42,github_real,,1,,1.0
polesitter.telecommunications.docx,Z:\Accounting\AP\Invoices\2025\Docx,.docx,2411724,1590666348,xclark,govdoc_real,1.0,1,,
AGR-1 Irradiation Report.docx,Z:\Accounting\AP\Invoices\2025,.docx,461373,1710213654,wjones,govdoc_real,1.0,1,,
MJK_12132004_1-03cv106_Hewes_v_Magnusson.pdf,Z:\HR\Recruiting\Reqs\2025\Magnusson,.pdf,83886,1575969988,lelaurie,govdoc_real,,1,1.0,
_hoverlabel.py,\\wsl$\Ubuntu\home\rothronald\projects\python-api\packages\python\plotly\plotly\validators\sankey,.py,2055,1732032461,rothronald,github_real,,1,1.0,
desktop.ini,C:\Users\Charlie\AppData\Local\Microsoft\Windows\INetCache\X5D32IHR,.ini,67,1730769954,charlie,system_noise,,1,1.0,
WHCOA - Georgia - November Report 1 of 5.docx,Z:\Accounting\AP\Invoices\2024,.docx,31457,1635331228,david97,govdoc_real,1.0,1,,
javascript-carousel.md,C:\Users\garciachristopher\Desktop\Coding\zui\en\docs\part,.md,6282,1704625021,garciachristopher,github_real,,1,1.0,
structRakNet_1_1Clans__GrantLeader-members.html,\\wsl$\Debian\home\sanchezchristine\git\AIEComplexSystems\dep\RakNet\Help\Doxygen\html,.html,10780,1734963627,sanchezchristine,github_real,,1,1.0,
105518.response.docx,Z:\Accounting\AP\Invoices\2025,.docx,41943,1649944186,cunninghamanthony,govdoc_real,1.0,1,,
97-1686.cvr.doc,Z:\HR\Recruiting\Reqs\2024,.doc,125829,1666459514,zacharywilliams,govdoc_real,,1,1.0,
Baltimore Report.p65,Z:\Accounting\AP\Invoices\2023\Report,.p65,6176112,1514942754,pjones,govdoc_real,1.0,1,,
NetworkBrowserFragment.java,C:\Users\christinacox\source\repos\libvlc-signio\vlc-android\src\org\videolan\vlc\gui\browser,.java,6093,1680364015,christinacox,github_real,,1,1.0,
README.md,C:\Work\Projects\purescript-three,.md,615,1735150537,nathaniel57,github_real,,1,1.0,
258.sql,C:\Users\amberwoods\Desktop\Code_Review\schemaanalyst\src\paper\ineffectivemutants\manualevaluation\mutants\UnixUsage_SQLite,.sql,1491,1682143246,amberwoods,github_real,,1,,1.0
touch.c,C:\Users\lucasgregory\Desktop\Code_Review\rt-thread\bsp\mini2440\drivers,.c,10961,1677884615,lucasgregory,github_real,,1,1.0,
BrowserInfoFormatter.php,C:\Users\xtrevino\AppData\Local\Packages\Canonical\rootfs\home\xtrevino\hipay-fullservice-sdk-magento2\Model\Request\ThreeDS,.php,4402,1726952306,xtrevino,github_real,,1,1.0,
Handbook.pdf,C:\Users\umyers\OneDrive - Corp\HR_Docs\Handbooks,.pdf,83886,1428065742,umyers,govdoc_real,,1,1.0,
NHEXANE EXTERNAL PEER REVIEW DRAFT IRIS SUMMARY.wpd,Z:\Finance\Internal_Audit\2025\Workpapers,.wpd,188743,1707837916,william92,govdoc_real,,1,,1.0
HEM-Screen 2024 User Guide.wpd,C:\Users\rjones\Documents\HR\Talent_Acquisition\Candidates\User,.wpd,1132462,1579087902,rjones,govdoc_real,,1,1.0,
complaint - jan6.docx,Z:\HR\Payroll\Cycles\2023\Docx,.docx,73400,1653436800,patricia94,govdoc_real,,1,1.0,
DatabaseLock.cs,\\wsl$\Ubuntu\home\ehunter\projects\octoawesome\OctoAwesome\OctoAwesome.Database\Threading,.cs,1691,1693469392,ehunter,github_real,,1,1.0,
util.js,C:\Users\hrobbins\AppData\Local\Temp\git\ddp\wp-content\themes\ddp\config\node_modules\gulp-connect\node_modules\http2\test,.js,2341,1727491891,hrobbins,github_real,,1,1.0,
GeneSat Payload Description Architecture.docx,C:\Users\wmartinez\Documents\HR\Talent_Acquisition\Candidates\Description,.docx,461373,1698767736,wmartinez,govdoc_real,,1,1.0,
CVM Program Policy and Procedures Manual P&P 1243.3300,Z:\Accounting\AP\Invoices\2025\Program\Program,.3300,73400,1708165482,robertjohnson,govdoc_real,1.0,1,,
compwb.book,Z:\HR\Payroll\Cycles\2024\Book,.book,576716,1516879200,maria60,govdoc_real,,1,1.0,
SLR_policies_summary_Mar6_final.docx,Z:\Accounting\AP\Invoices\2023\Final,.docx,272629,1684927176,benjamin08,govdoc_real,1.0,1,,
Quarterly Report 2-2025 rev.docx,Z:\Accounting\AP\Invoices\2025\Quarterly,.docx,52428,1676012364,patricia38,govdoc_real,1.0,1,,
R2ComprehensiveManual01132009.docx,Z:\HR\Payroll\Cycles\2023,.docx,912261,1707589636,ryanjohnson,govdoc_real,,1,1.0,
Fact Sheet #5 Remote Reporting.docx,Z:\Accounting\AP\Invoices\2024\Remote,.docx,513802,1671881046,sarahramirez,govdoc_real,1.0,1,,
UninstallSqlState.sql,C:\Windows\Microsoft.NET\Framework\v2.0.50727,.sql,9691,1631655180,terry,system_noise,,1,,1.0
CompsALL.xlsx,Z:\HR\Payroll\Cycles\2023,.xlsx,20971,1707986098,umyers,govdoc_real,1.0,1,,
CV365.DOC.doc,Z:\HR\Recruiting\Reqs\2024,.doc,104857,1575553580,emily49,govdoc_real,,1,1.0,
CWE457_Use_of_Uninitialized_Variable__char_pointer_64b.c,C:\Users\christopher28\Dev\xcc\xcc\test\juliet\testcases\CWE457_Use_of_Uninitialized_Variable\s01,.c,1932,1698364910,christopher28,github_real,,1,1.0,
ProtectedPropertySupperclassTest.php,C:\Temp\Publish\HRSymfony2\vendor\gedmo-doctrine-extensions\tests\Gedmo\Timestampable,.php,1878,1707709538,jenkins_bot,github_real,,1,1.0,
ThreatsAnalysisReport draft4.docx,Z:\Accounting\AP\Invoices\2024\Threatsanalysisreport,.docx,503316,1648225160,xsanchez,govdoc_real,1.0,1,,
Api.java,C:\Users\jensenchristopher\Documents\GitHub\playframework\documentation\manual\working\javaGuide\main\http\code\javaguide\http\routing\controllers,.java,511,1672928730,jensenchristopher,github_real,,1,1.0,
04-31092-CV0.docx,Z:\HR\Recruiting\Reqs\2024\Docx,.docx,41943,1602354710,lelaurie,govdoc_real,,1,1.0,
CommandlineParser.java,\\wsl$\Ubuntu\home\lthompson\projects\binnavi\src\main\java\com\google\security\zynamics\binnavi\Startup,.java,2150,1677161210,lthompson,github_real,,1,,1.0
ballots_spec.rb,C:\Users\calderontimothy\Desktop\Coding\consul\spec\features\budgets,.rb,24867,1689238054,calderontimothy,github_real,1.0,1,,
popup.css,C:\Work\Projects\xmoon\src\chrome\global,.css,2724,1710266365,sotoheather,github_real,,1,1.0,
58883146.pdf,C:\Users\sarahramirez\Documents\Reference\PDFs,.pdf,975175,1681456650,sarahramirez,govdoc_real,,1,1.0,
j.polymer.2025.07.050,Z:\Accounting\AP\Invoices\2023,.050,702545,1631034390,michael53,govdoc_real,1.0,1,,
browser.manifest,C:\Program Files\Mozilla Firefox\chrome,.manifest,728,1730250976,charlie,system_noise,,1,1.0,
Spill Response 10-07-2023.xls,Z:\Accounting\AP\Invoices\2023,.xls,10485,1696500010,jacobjones,govdoc_real,1.0,1,,
j.biocontrol.2023.10.013,Z:\Finance\Internal_Audit\2023\Workpapers\Biocontrol,.013,671088,1656754794,wjones,govdoc_real,1.0,1,,
